product_id,product_url,name,price,shop_id,shop_url,shop_name,product_id2
2253653,https://tiki.vn/noi-ru-ngu-cao-cap-tu-dong-co-nhac-dieu-kien-tu-xa-mastela-sg327-xanh-p2253653.html?spid=7886622,Nôi Ru Ngủ Cao Cấp Tự Động Có Nhạc Điều Kiển Từ Xa Mastela SG327 (Xanh),2.149.000đ,10870,https://tiki.vn/cua-hang/me-be-soc-nau,Mẹ bé Sóc Nâu,7886622
23091565,https://tiki.vn/giuong-cui-tre-em-hinh-con-voi-p23091565.html?spid=23091566,Giường cũi trẻ em hình con voi,2.890.000đ,1664,https://tiki.vn/cua-hang/tinh-dau-ngoc-tuyet,Tinh dầu Ngọc Tuyết,23091566
21607307,https://tiki.vn/noi-dien-tu-dong-cao-cap-cho-be-vinanoi-n35-p21607307.html?spid=21607311,Nôi điện tự động cao cấp cho bé Vinanoi N35,1.450.000đ,986,https://tiki.vn/cua-hang/oh-my-shop,Oh My Shop,21607311
41077283,https://tiki.vn/noi-cui-go-giuong-cui-cho-be-p41077283.html?spid=41077284,"NÔI CŨI GỖ, GIƯỜNG CŨI CHO BÉ ",1.750.000đ,58209,https://tiki.vn/cua-hang/vivagomall,Vivagomall,41077284
2627019,https://tiki.vn/noi-di-dong-p2627019.html?spid=2645881,Nôi Di Động,3.051.000đ,2549,https://tiki.vn/cua-hang/kidskidsvn,KIDSKIDS,2645881
2253597,https://tiki.vn/noi-ru-ngu-cao-cap-tu-dong-co-nhac-dieu-kien-tu-xa-mastela-sg327-hong-p2253597.html?spid=7886620,Nôi Ru Ngủ Cao Cấp Tự Động Có Nhạc Điều Kiển Từ Xa Mastela SG327 (Hồng),2.099.000đ,10870,https://tiki.vn/cua-hang/me-be-soc-nau,Mẹ bé Sóc Nâu,7886620
26434809,https://tiki.vn/xich-du-tre-em-nam-choi-mastela-6503-p26434809.html?spid=26659435,Xích đu trẻ em nằm chơi Mastela 6503,1.199.000đ,15437,https://tiki.vn/cua-hang/toys-house,TOYS HOUSE,26659435
1008774,https://tiki.vn/noi-em-be-tu-dong-vinanoi-vnn301t-go-thong-cao-cap-vua-lam-noi-vua-lam-vong-mau-trang-p1008774.html?spid=19407556,Nôi Em Bé Tự Động VINANOI-VNN301T Gỗ Thông Cao Cấp Vừa Làm Nôi Vừa Làm Võng Màu Trắng,3.890.000đ,3406,https://tiki.vn/cua-hang/thiet-bi-tien-ich-dan-dung,Thiết bị tiện ích dân dụng,19407556
8154235,https://tiki.vn/giuong-soi-tre-lol-baby-bumper-pink-forest-p8154235.html?spid=8206865,Giường Sợi Tre LOL Baby Bumper Pink Forest,8.400.000đ,4068,https://tiki.vn/cua-hang/rotho-babydesign-vietnam,TopPapa,8206865
36828843,https://tiki.vn/noi-tu-dong-thiet-ke-thong-minh-cho-be-mau-hong-p36828843.html?spid=36828844,Nôi tự động thiết kế thông minh cho bé màu Hồng,2.390.000đ,85244,https://tiki.vn/cua-hang/gold-kids-mart,Gold Kids Mart,36828844
49499781,https://tiki.vn/noi-dua-tre-em-joie-serina-2in1-flowers-forever-p49499781.html?spid=49499782,Nôi Đưa Trẻ Em Joie Serina 2in1 Flowers Forever,3.879.000đ,1,https://tiki.vn/cua-hang/tiki-trading,Tiki Trading,49499782
17890986,https://tiki.vn/noi-rung-be-tu-dong-co-nhac-va-anh-sang-p17890986.html?spid=17890987,Nôi rung bé tự động có nhạc và ánh sáng,2.799.000đ,1664,https://tiki.vn/cua-hang/tinh-dau-ngoc-tuyet,Tinh dầu Ngọc Tuyết,17890987
19348638,https://tiki.vn/noi-go-da-nang-p19348638.html?spid=19410287,Nôi Gỗ Đa Năng,4.900.000đ,50795,https://tiki.vn/cua-hang/shop-con-ngoan,SHOP CON NGOAN,19410287
38494157,https://tiki.vn/noi-vai-cho-be-giao-hinh-ngau-nhien-p38494157.html?spid=38494163,Nôi Vải Cho Bé (Giao Hình Ngẫu Nhiên),999.000đ,34982,https://tiki.vn/cua-hang/sho-bao-anh,Nhaxinh decor,38494163
48757786,https://tiki.vn/combo-noi-tre-nem-cotton-cho-be-p48757786.html?spid=53179085,"COMBO NÔI TRE , NỆM COTTON CHO BÉ ",390.000đ,10400,https://tiki.vn/cua-hang/shop-viet-kids,SHOP VIET KIDS,53179085
