product_id,name,price,shop_name,shop_owner
1838476325,"(Sẵn hàng)Phụ kiện xe đẩy: ô, đai xe, tựa lưng",27000.0,shop mẹ và bé Tomkids,nguyenthuthao90
3229484013,(RẺ VÔ ĐỊCH) CŨI CHO BÉ NHẬP KHẨU HÀN QUỐC - KIDS HOLLYWOOD (SHIP TQ),1449000.0,URBAN KIDS,baby.face
394987541,"Xe đẩy cao cấp 2 chiều 3 tư thế . Xe đẩy nôi cho bé.,",2950000.0,xe đẩy cho bé,shopmexoai
3233358602,"XE ĐẨY CHO BÉ CAO CẤP GẤP GỌN ( tặng màn chống muỗi, đệm và chỗ để bình sữa )",849000.0,Giay nu,giay_nu
781409158,"Tài trợ freeship Toàn Quốc _ Xe đẩy 5 bánh gấp gọn thông minh cho bé,mm",250000.0,duongthao8989,duongthao8989
6120805990,Xe đẩy du lịch gấp gọn 4 bánh cho bé,420000.0,GHẾ ĂN DẶM HN,mongnhi88
7917918776,Xe đẩy 5 bánh gấp gọn cho bé từ 1-6 tuổi,280000.0,HOANG HUONG,huonghoangmc
2451348715,Xe đẩy PLAYKIDS Platinum cao cấp,1750000.0,BABYMART86,babymart86
2359243333,XE ĐẨY NHẬP KHẨU CAO CẤP AL120 MÀU GHI CHO BÉ,589000.0,PHÂN PHỐI SỈ LẺ GIÁ SIÊU RẺ,phanphoisilegiasieure
1474410226,Xe đẩy nôi Belecoo phiên bản cao cấp cho bé yêu,2100000.0,XE ĐẨY CHO BÉ 566,xedaychobe566
1021688740,XE ĐẨY CAO CẤP - GẤP GỌN - NHIỀU TƯ THẾ /AH65,389000.0,10K HÀNG TIỆN ÍCH,10k_hangtienich
2500375751,xe đẩy cho bé gấp gọn siêu nhẹ - xeđẩy cho bé,499000.0,giaynammoi,giaynammoi
1862041642,Xe đẩy GIFT 518-2 màu,850000.0,babysmile68,babysmile68
563130883,Xe đẩy nôi cao cấp 2 chiều có giảm sóc cho bé,1550000.0,SHOP MẸ NHÍM 88,shopmenhim88
1208211949,"Xe đẩy gấp gọn kiểu valy kéo du lịch Baobaohao QZ1-A (đệm rời, lưới thoáng mát + màn che + túi đựng)",1545000.0,EZ BABY1,xeday_gheanchobe
