product_id,product_url,name,price,shop_id,shop_url,shop_name,shop_owner,date
2400065665,https://shopee.vn/product/326484/2400065665,"Bỉm YUBEST Angel / Gold / Natural Dán/Quần đủ size S132, S90, M108, M84, L78, XL84, XXL72, XXXL66",235000.0,326484,https://shopee.vn/maboo1212,Yubest-Youli-Merries-Pamper,maboo1212,2020-06-15
6216775790,https://shopee.vn/product/35284879/6216775790,Bộ 2 tã quần Huggies M74/L68/XL62/XXL56 + Tặng 1 gói tã Huggies Gold cùng loại,689000.0,35284879,https://shopee.vn/huggiesofficialstore,Huggies Official Store,huggiesofficialstore,2020-06-15
2266166482,https://shopee.vn/product/148045025/2266166482,[Tặng 2 chai 237ml/chai] Bộ 2 lon PediaSure 850g/lon,1130000.0,148045025,https://shopee.vn/abbottofficial,Gian hàng Abbott chính hãng,abbottofficial,2020-06-15
6416227009,https://shopee.vn/product/188196644/6416227009,Hạt nêm Nhật đủ vị,45000.0,188196644,https://shopee.vn/andamxanh,Ăn Dặm Xanh,andamxanh,2020-06-15
164049538,https://shopee.vn/product/16280665/164049538,Khăn vải khô đa năng baby hiền trang 300g gói 250 tờ,20000.0,16280665,https://shopee.vn/vuanhquang,Sosinhchobeyeu,vuanhquang,2020-06-15
6913446841,https://shopee.vn/product/37542474/6913446841,Nối dài xe đẩy vovo,250000.0,37542474,https://shopee.vn/lananhle1908,Địu em bé chính hãng ,lananhle1908,2020-06-15
776808179,https://shopee.vn/product/11175504/776808179,(Cộng Miếng)Tã Dán/ Quần Merries Nội Địa Nhật NB90+6/ S82+6 / M64+4 / L58/ M58+6/L44+6/XL38+6/XXL26+2,329000.0,11175504,https://shopee.vn/simgphone,Bỉm Merries -Yubest-Momorabbit,simgphone,2020-06-15
2674629711,https://shopee.vn/product/171163961/2674629711,"Tặng Thìa🎁FREESHIP Bát Ăn Dặm Gốm Sứ Cao Cấp Hình Thú,Hoa Quả GoodBaby BG",25000.0,171163961,https://shopee.vn/goodbabyvn,GoodBaByVn,goodbabyvn,2020-06-15
1120422109,https://shopee.vn/product/47290661/1120422109,"Bỉm Moony Nhập Khẩu tã quần/dán NB90,S84,M64,M58,L54,L44boy,L44girl,XL38boy,XL38girl,....",275000.0,47290661,https://shopee.vn/mebun1311,Đại lý Thắng Linh,mebun1311,2020-06-15
4231640986,https://shopee.vn/product/30430335/4231640986,"Áo chống nắng, áo khoác mỏng SỢI TRE cho bé (Size từ 6kg đến 16kg",120000.0,30430335,https://shopee.vn/julia20197,GiaHanBabyy,julia20197,2020-06-15
5633190875,https://shopee.vn/product/260142858/5633190875,Khăn ướt Huggies không mùi-hương lô hội 64 miếng A1,32400.0,260142858,https://shopee.vn/maimaicyma2,maimaicyma2,maimaicyma2,2020-06-15
1998457601,https://shopee.vn/product/2561951/1998457601,[TẶNG THÌA BÁO NÓNG] GHẾ ĂN DẶM HANBEI + ĐỆM + BÁNH XE (BẢO HÀNH 1 NĂM),350000.0,2561951,https://shopee.vn/bullthinh2014,Min Ti Shop,bullthinh2014,2020-06-15
2079260516,https://shopee.vn/product/25934921/2079260516,Váng sữa Hoff,250000.0,25934921,https://shopee.vn/nganmoon90,Nganmoon90,nganmoon90,2020-06-15
6114462446,https://shopee.vn/product/180936148/6114462446,CỐT GỪNG NGHỆ GẤC HẠ THỔ CHO BODY 1 LÍT,140600.0,180936148,https://shopee.vn/chamsocmesausinh1208,Chăm sóc mẹ sau sinh Phạm Hiền,chamsocmesausinh1208,2020-06-15
5026959762,https://shopee.vn/product/235088468/5026959762,Combo 2 bịch bỉm Lovebaby quần XL (76 miếng)12-17kg kèm quà tặng( khăn vải khô đa năng),560000.0,235088468,https://shopee.vn/lovebaby.shop,Lovebaby.shop,lovebaby.shop,2020-06-15
2767574972,https://shopee.vn/product/169666574/2767574972,Bình Sữa Pigeon Nội Địa 160ml/ 240ml,119000.0,169666574,https://shopee.vn/saushopone,Sâu Shop One,saushopone,2020-06-15
7124875927,https://shopee.vn/product/219403445/7124875927,Combo 10 chiếc bỉm quần MIJUKU dùng thử size M/L/XL,39000.0,219403445,https://shopee.vn/mechip0101,Shop_Me_Chip_01,mechip0101,2020-06-15
4904350781,https://shopee.vn/product/168878927/4904350781,Bộ Mẫu Thử 4 Miếng Pampers Giữ Dáng Mới size S/M/L,34650.0,168878927,https://shopee.vn/shopeemumclub,Gian hàng Chào mừng Mum's Club,shopeemumclub,2020-06-15
6217107483,https://shopee.vn/product/30062106/6217107483,"Tinh Dầu Tràm Gió💋FREESHIP💋Tinh Dầu Tràm Nguyên Chất, Chai Thuỷ Tinh 100ml",99000.0,30062106,https://shopee.vn/ruruhouse,RURU SHOP,ruruhouse,2020-06-15
2535190662,https://shopee.vn/product/46666479/2535190662,balo tiểu học nhân vật hoạt hình cho bé 5-10t,140000.0,46666479,https://shopee.vn/thomxuxi,BabyShop-Thời trang cho bé,thomxuxi,2020-06-15
2243636480,https://shopee.vn/product/105219919/2243636480,"Shop Bố Ken Nhộng Chũn Cocoon Thần Thánh [Giúp Bé Ngủ ngon, Sâu giấc, không giật mình]",325000.0,105219919,https://shopee.vn/hieu.neu.77,Shop Bố Ken,hieu.neu.77,2020-06-15
3831803031,https://shopee.vn/product/174304785/3831803031,sữa non- men visinh hàn quốc,360000.0,174304785,https://shopee.vn/dolananh6789,Lan Anh Xách tay kr,dolananh6789,2020-06-15
