product_id,name,price,shop_name,shop_owner
5533438340,XE ĐẨY GẤP GỌN SIÊU NHẸ CHO BÉ,480000.0,Moony-Yiying-Goldgi-Yubest,beyeu81
2031030958,XE ĐẨY 2 CHIỀU 3 TƯ THẾ CHO BÉ QD109,540000.0,Shopmamakids_vn,shopmamakids_vn
4306002232,[Mã FMCGFSS2 giảm 10% đơn 300K] Xe đẩy hai chiều cao cấp - xeđẩy cho bé,699000.0,nguyễn hường,bikininew
1338517129,XE ĐẨY 2 CHIỀU VOVO- NHẬP KHẨU CHÍNH HÃNG,1540000.0,Bonbon mart,pham_tuoi.9
1267995827,XE ĐẨY CAO CẤP AP115 MÀU ĐỎ CHO BÉ,580000.0,SHOP NINH THỊNH- SHOP ĐỒ CHƠI,shopninhthinh
2359243333,[Mã FMCGFSS2 giảm 10% đơn 300K] XE ĐẨY NHẬP KHẨU CAO CẤP AL120 MÀU GHI CHO BÉ,589000.0,PHÂN PHỐI SỈ LẺ GIÁ SIÊU RẺ,phanphoisilegiasieure
2124577519,"[Shopee siêu rẻ] Xe đẩy du lịch gọn nhẹ (có phanh chân, bảo hiểm, mái che, gấp gọn)",90000.0,Shop Con Cưng 1,shop_con_cung
2662952648,[Mã FMCGFSS2 giảm 10% đơn 300K] Xe đẩy đi dạo cao cấp 2 chiều Baobaohao Only V1,795000.0,Megakids Vietnam,megakids
2831075382,Xe đẩy đi bộ 2 chiều Baobaohao Only V1 cho bé (Màu Đen),900000.0,NỒI CHIÊN KHÔNG DẦU CHÍNH HÃNG,cocatiendung
4022241329,XE ĐẨY CAO CẤP HAI CHIỀU BA TƯ THẾ NỘI ĐỊA HAOWEI,650000.0,HOANG HUONG,huonghoangmc
5605219247,Xe đẩy 2 chiều Baobaohao V5 và V3 PLUS ( KÈM HÌNH THẬT ),949000.0,V-Baby Care,vbaby.care
4411129600,"Xe đẩy em bé GB Pockit+All-Terrain mẫu mới nhất (tặng túi đựng xe đẩy du lịch Pockit, đệm lót xe đẩy, màn che mưa)",6380000.0,KIDS i'm,ted69888
2338430971,Xe đẩy đi dạo cho bé 4 bánh gấp gọn,449000.0,Shop Hân Hân Babi,comngoan3103
2837260663,"Sale Sốc Xe Đẩy Du Lịch 5 Bánh Gấp Gọn, Bánh Xe Có Đèn",235000.0,Bán buôn xe trẻ em,banbuon_xetreem
2172194354,"Xe đẩy 2 chiều 3 tư thế 109 màu đỏ,xanh",559000.0,Bán Buôn Đồ Chơi Trẻ Em,0986_05_06_91
1595281834,XE ĐẨY VOVO 2 CHIỀU 2020 SIÊU CHẮC CHẮN CHO BÉ,1550000.0,SamBabykids,sambabykids
