product_id,name,price,shop_name,shop_owner
2088575826,[Mã MKBCSALE1 giảm 70K đơn 400K] Xe đẩy TIANRUI gấp gọn vali kéo sang trọng hỗ trợ 100k phí ship,1485000.0,jpnhungmoon,jpnhungmoon
2359243333,[Mã FMCGFSS2 giảm 10% đơn 300K] XE ĐẨY NHẬP KHẨU CAO CẤP AL120 MÀU GHI CHO BÉ,589000.0,PHÂN PHỐI SỈ LẺ GIÁ SIÊU RẺ,phanphoisilegiasieure
1632419510,Xe đẩy lưới du lịch Kinlee (nhiều màu),545000.0,forbabyshop,forbabyshop
2834186367,Thanh chắn giường Nhật Bản V-BABY N2,399500.0,V-Baby Care,vbaby.care
2451555288,[Mã MKBCSALE1 giảm 70K đơn 400K] Xe đẩy Combi Mechacal Handy S,5350000.0,Smartkids ,smartkidvn
7832219639,[Mã FMCGFSS2 giảm 10% đơn 300K] [CHÍNH HÃNG] Nôi ru ngủ thư giãn kết hợp ghế ngồi đọc sách cho bé Mastela 8106 - 8105,1490000.0,Yunie BaBy,chi.thuy1011
2222516703,"[Sẵn - Freeship] Xe đẩy gấp gọn siêu nhẹ, tiện lợi khi mang đi du lịch",789000.0,Cửa hàng nhà Pi,tuananh.993
1021688740,[Mã MKBCSALE1 giảm 70K đơn 400K] XE ĐẨY CAO CẤP - GẤP GỌN - NHIỀU TƯ THẾ /AH65,389000.0,10K HÀNG TIỆN ÍCH,10k_hangtienich
1856935367,ĐỒ CHƠI TREO NÔI CŨI CAO CẤP [VIDEO + ẢNH THẬT] 🔥 NHẠC GIAO HƯỞNG 🔥 PHONG CÁCH CHÂU ÂU,199000.0,URBAN KIDS,baby.face
1860783303,Xe đẩy TIANUI A10 màu Pink,1500000.0,babysmile68,babysmile68
3413896566,Xe đẩy 3 tư thế cho bé,129000.0,ĐỒ CHƠI ME ỐC,dochoimeoc
2028607339,[Mã MKBCSALE1 giảm 70K đơn 400K] VoVo xe đẩy gấp gọn(TP HCM),1410000.0,pasatran,pasatran
245130629,(GIẢM 30K- NHẬP MÃ MKBCMEBE10) Xe Đẩy Du Lịch Mùa Hè Cho Bé,570000.0,Thanh chắn giường cho bé,baochau2711
3418612116,V3 chính hãng xe đẩy 2 triều ghấp gọn baobaohao v3 plup bản không đệm không mái tre,760000.0,568shop,568shop
2235695371,[Mã MKBCSALE1 giảm 70K đơn 400K] Xe đẩy 2 chiều cho bé Mamago Compact 319 (màu đen),1877800.0,BabyStoreHB,babystorehb
2861603217,"[Trợ giá] Xe đẩy 3 Bánh 2 Trong 1 Cho Bé Hàng Cao Cấp - Có để chân, giỏ đồ",130000.0,Siêu thị 24h Online,sieu_thi_24h
1367150452,"[Mã MKBCSALE1 giảm 70K đơn 400K] XE ĐẨY 2 CHIỀU 3 TƯ THẾ A6 CHÍNH HÃNG WISESONLE,",850000.0,Shop_Ba&Mẹ_ThôngThái,eliquang89
7904622467,Xe nôi xe đẩy em bé hai chiều Haowei T305 bản cao cấp hai tư thế nằm ngồi siêu nhẹ có thể gấp xách tay cho bé 0-3 tuổi,890000.0,domini.kids,domini.kids
2199654049,"Xe đẩy 1 chiều 3 tư thế du lịch ( nằm, ngả, ngồi )",350000.0,hanhanshoptn,hanhanshoptn
2194659783,Xe đẩy du lịch siêu gấp gọn mẫu mới 2019,750000.0,Tí Tồ Store,tito2014
