product_id,product_url,name,price,shop_id,shop_url,shop_name,shop_owner
3701304782,https://shopee.vn/product/8046598/3701304782,"Xe đẩy dạo chơi gấp gọn Baobaohao V1, V2, V3, V5 Bảo hành 1 năm",765000.0,8046598,https://shopee.vn/megakids,Megakids Vietnam,megakids
1712451398,https://shopee.vn/product/14447304/1712451398,"Sale Sốc Xe Đẩy Du Lịch 5 Bánh Gấp Gọn, Bánh Xe Có Đèn",255000.0,14447304,https://shopee.vn/sanphammevabe.vn,Sản Phẩm Mẹ Và Bé,sanphammevabe.vn
3413896566,https://shopee.vn/product/209509144/3413896566,Xe đẩy 3 tư thế cho bé,129000.0,209509144,https://shopee.vn/dochoimeoc,ĐỒ CHƠI ME ỐC,dochoimeoc
2199654049,https://shopee.vn/product/49573121/2199654049,"Xe đẩy 1 chiều 3 tư thế du lịch ( nằm, ngả, ngồi )",350000.0,49573121,https://shopee.vn/hanhanshoptn,hanhanshoptn,hanhanshoptn
3418612116,https://shopee.vn/product/180221080/3418612116,V3 chính hãng xe đẩy 2 triều ghấp gọn baobaohao v3 plup bản không đệm không mái tre,760000.0,180221080,https://shopee.vn/568shop,568shop,568shop
245130629,https://shopee.vn/product/1847953/245130629,(GIẢM 30K- NHẬP MÃ MKBCMEBE10) Xe Đẩy Du Lịch Mùa Hè Cho Bé,570000.0,1847953,https://shopee.vn/baochau2711,Thanh chắn giường cho bé,baochau2711
1862041642,https://shopee.vn/product/74764094/1862041642,Xe đẩy GIFT 518-2 màu,850000.0,74764094,https://shopee.vn/babysmile68,babysmile68,babysmile68
1406442621,https://shopee.vn/product/13858481/1406442621,XE ĐẨY CHO BÉ MÀU GHI A67 1 CHIỀU 3 TƯ THẾ,389000.0,13858481,https://shopee.vn/giadungxinh,ĐỒ CHƠI SIÊU TIỆN ÍCH,giadungxinh
5736260031,https://shopee.vn/product/73885634/5736260031,xe đẩy cho bé gấp gọn siêu nhẹ - xeđẩy cho bé,560000.0,73885634,https://shopee.vn/giay_nu,Giay nu,giay_nu
2124577519,https://shopee.vn/product/140944200/2124577519,"[Shopee siêu rẻ] Xe đẩy du lịch gọn nhẹ (có phanh chân, bảo hiểm, mái che, gấp gọn)",90000.0,140944200,https://shopee.vn/shop_con_cung,Shop Con Cưng 1,shop_con_cung
2461841898,https://shopee.vn/product/97526463/2461841898,[SẴN HÀNG TẠI HCM] XE ĐẨY EM BÉ 2 CHIỀU CAO CẤP CÓ GIẢM XÓC 600D - XE ĐẨY TRẺ EM,890000.0,97526463,https://shopee.vn/minhhang9992,HANTA SHOP,minhhang9992
1267995827,https://shopee.vn/product/47681177/1267995827,XE ĐẨY CAO CẤP AP115 MÀU ĐỎ CHO BÉ,580000.0,47681177,https://shopee.vn/shopninhthinh,SHOP NINH THỊNH- SHOP ĐỒ CHƠI,shopninhthinh
6033070753,https://shopee.vn/product/236322097/6033070753,"XE ĐẨY GẤP GỌN cho bé đi dạo, đi chơi khắp nơi [ Bảo Hành 12 Tháng ]",419000.0,236322097,https://shopee.vn/nguyenhaitien1993,Tre Việt Shop,nguyenhaitien1993
1021688740,https://shopee.vn/product/27180595/1021688740,XE ĐẨY CAO CẤP - GẤP GỌN - NHIỀU TƯ THẾ /AH65,389000.0,27180595,https://shopee.vn/10k_hangtienich,10K HÀNG TIỆN ÍCH,10k_hangtienich
1464430838,https://shopee.vn/product/59932402/1464430838,Xe đẩy lưới cho trẻ gấp siêu gọn như chiếc ô che Baobaohao 605A,439000.0,59932402,https://shopee.vn/mit_baby,ShopMit_baby,mit_baby
6336008899,https://shopee.vn/product/20012172/6336008899,Xe đẩy 2 chiều gấp gọn v3_v3s,799000.0,20012172,https://shopee.vn/huong.st94,huong.st94,huong.st94
2288524082,https://shopee.vn/product/152885622/2288524082,Xe đẩy 1 chiều 3 tư thế mẫu mới,329000.0,152885622,https://shopee.vn/suushoptnn,suushoptnn,suushoptnn
6804957394,https://shopee.vn/product/136559405/6804957394,Xe đẩy Baobaohao V1 / V2/ V3 mẫu mới 2019,350000.0,136559405,https://shopee.vn/thegioimevabe468,thegioimevabe468,thegioimevabe468
7832219639,https://shopee.vn/product/52599570/7832219639,[CHÍNH HÃNG] Nôi ru ngủ thư giãn kết hợp ghế ngồi đọc sách cho bé Mastela 8106 - 8105,1399000.0,52599570,https://shopee.vn/chi.thuy1011,Yunie BaBy,chi.thuy1011
2725053661,https://shopee.vn/product/173550838/2725053661,(Sỉ)(Mẫu mới nhất) Xe đẩy VOVO TRAVEL 2 chiều 3 tư thế,1499000.0,173550838,https://shopee.vn/0795174883_,nanashopchuyensi,0795174883_
2218526902,https://shopee.vn/product/127921892/2218526902,XE ĐẨY DU LỊCH GẤP GỌN,307120.0,127921892,https://shopee.vn/dailyxeday,Dailyxeday,dailyxeday
2612342448,https://shopee.vn/product/61407359/2612342448,xe đẩy cho bé GẤP GỌN SIÊU NHẸ - xeđẩy cho bé,499000.0,61407359,https://shopee.vn/giaynammoi,giaynammoi,giaynammoi
2029351098,https://shopee.vn/product/134743676/2029351098,Xe đẩy 2 chiều 3 tư thế có nhạc Baobaohao 709N,730000.0,134743676,https://shopee.vn/shopmamakids_vn,Shopmamakids_vn,shopmamakids_vn
2453261141,https://shopee.vn/product/162914831/2453261141,Xe đẩy gấp gọn cao cấp Baobaohao,775000.0,162914831,https://shopee.vn/banbuon_xetreem,Bán buôn xe trẻ em,banbuon_xetreem
2854286281,https://shopee.vn/product/74195497/2854286281,[Trợ giá] Xe đẩy 3 bánh có bàn đạp có đế chân cần đẩy cho Bé hàng Cao Cấp,180000.0,74195497,https://shopee.vn/sieu_thi_24h,Siêu thị 24h Online,sieu_thi_24h
3305522438,https://shopee.vn/product/138042307/3305522438,Xe đẩy Baobaohao V1- V3 - V5 cao cấp,700000.0,138042307,https://shopee.vn/thegioidochoi_vn,thegioidochoi_vn,thegioidochoi_vn
3900971587,https://shopee.vn/product/36371562/3900971587,Xe đẩy gấp gọn cao cấp B- Beko (Xe đẩy Anh),1850000.0,36371562,https://shopee.vn/shopgaubingo,Gấu & Bí Ngô ,shopgaubingo
